spec_z,photo_z
0.66593,0.54
0.086196065,0.16
0.21878,0.31
0.5803024,0.54
1.03489,0.8300000000000001
0.09648,0.0999999999999999
0.77992,0.0999999999999999
0.4644,0.41
0.6404777,0.64
0.59447,0.54
0.07935796,0.2
0.09644508,0.17
0.098764844,0.55
0.09600288,0.18
0.66145,0.5800000000000001
0.04169376,0.17
0.080006324,0.5700000000000001
0.04169192,0.16
0.07827416,0.16
0.09794968,0.15
0.036627904,0.01
0.09833843,0.11
0.09729239,0.0999999999999999
0.09640713,0.16
0.61243,0.16
0.097208634,0.16
0.21164401,0.3
0.097069696,0.43
0.3000578,0.38
0.096004725,0.09
0.03900442,0.11
0.66305,0.7000000000000001
0.038472403,0.32
0.0384932965858667,0.09
0.036638577,0.09
0.038169153,0.13
0.03864412,0.19
0.4363,0.35
0.0984107,0.13
0.67722,0.23
0.09707593,0.18
0.39905,0.21
0.62462,0.44
1.1225,0.62
0.040941596,0.16
0.04231813,0.15
0.04208459,0.16
0.04191041,0.52
0.04148962,0.01
0.098484576,0.17
0.62255,0.15
0.099272184,0.22
0.041054208,0.09
0.0981108,0.12
0.09676937,0.17
0.041188844,0.01
0.6227995,0.61
0.73395,0.67
0.039846905,0.0999999999999999
0.48089,0.24
0.0981153,0.0999999999999999
0.45338,0.39
0.51436,0.66
0.51417,0.27
0.11849759,0.56
0.5135151,0.52
0.23168775,0.32
0.51444197,0.53
0.65381,0.67
0.60101,0.64
0.09728791,0.11
0.47239,0.43
0.51555,0.54
0.62476,0.74
0.042730514,0.05
0.03452,0.16
0.4643364,0.45
0.17454705,0.17
0.58779,0.5800000000000001
0.3359227,0.37
1.00621,0.41
0.08011,0.08
0.67759,0.27
0.65616,0.61
0.24209778,0.09
0.23068973,0.23
0.39462,0.36
0.48157856,0.45
0.47835535,0.47
0.18536577,0.25
0.47117242,0.48
0.34941,0.3
0.47243,0.47
0.86808,1.17
0.36193,0.28
0.39317474,0.93
0.64857,0.5
0.5484623,0.52
0.5133115,0.48
0.54288095,0.52
0.88286,0.66
0.4858817,0.55
0.47543997,0.46
0.5113952,0.5
0.80487,0.7000000000000001
0.4668839,0.5
0.68779,0.6
0.1426698,0.16
0.17592685,0.3
0.65431,0.6
1.03247,0.45
0.3928,0.42
0.53936,0.44
0.46063,0.48
0.034751,0.11
0.0763795065184729,0.15
0.034632448,0.06
0.47044685,0.55
0.51926297,0.51
0.470495,0.49
0.5134965,0.6
0.07979186721235,0.7000000000000001
0.07562673,0.25
0.5150703,0.55
0.5122738,0.51
0.70385,0.48
0.47044,0.52
0.080689154628433,0.15
0.54816717,0.56
0.69538,0.75
0.042960703,0.11
0.484,0.73
0.5496744,0.61
0.0806124348865374,0.01
0.48451313,0.48
0.59329,0.52
0.6312444,0.6
0.55297,0.45
0.67246,0.3
0.5509764,0.53
0.59214,0.61
0.0755856239719013,0.08
0.58354,0.49
0.0770266208631573,0.04
0.5167362,0.54
0.79383,0.64
0.59905,0.49
0.14976,0.15
0.61429,0.5700000000000001
0.3943607,0.4
0.53274757,0.49
0.51203,0.43
0.042550627,0.15
0.04285647,0.17
0.13760355,0.15
0.043080565,0.25
0.042849977,0.09
1.07317,0.56
0.62432,0.63
0.28511,0.16
0.19825628,0.28
0.14197575,0.15
0.5370287,0.53
1.00421,0.43
0.61428,0.5700000000000001
0.48751,0.38
0.31892,0.3
0.51317,0.42
0.98943,0.4
0.64661,0.29
0.80283,0.75
0.31827146,0.33
0.20455548,0.26
0.48765,0.48
0.18252939,0.16
0.48426,0.48
0.0776637282849857,0.09
0.2677859,0.26
0.033297654,0.15
0.14021,0.0999999999999999
0.95458,0.87
0.53767,0.43
0.0760159216547069,0.02
0.203187,0.28
0.5809052,0.5800000000000001
0.08171,0.08
0.79912,0.5700000000000001
0.49081,0.56
0.39591,0.42
0.72634,0.64
0.39040288,0.4
0.57954,0.45
0.3913,0.51
0.5382268,0.53
0.39264,0.42
0.08341859,0.17
0.14112389,0.14
0.1782225,0.27
0.4619778,0.46
0.61522,0.53
0.87988,0.67
0.18136142,0.27
0.17684029,0.27
0.2248,0.19
0.17831187,0.26
0.1774037,0.28
0.17273653,0.25
0.17608741,0.2
1.15122,0.13
0.048186123,0.17
0.3006459,0.35
0.30157,0.06
0.025160357,0.09
0.5196,0.49
0.023837345,0.09
0.61455,0.55
0.79912,0.8200000000000001
0.57736,0.55
0.46035,0.4
0.55792063,0.54
0.55200446,0.38
0.52869,0.5800000000000001
0.52877,0.62
0.082716525,0.11
0.09425886,0.11
0.46734142,0.49
0.552628,0.53
0.38868475,0.29
0.46200165,0.53
0.96402,0.42
0.45984226,0.44
0.53276,0.45
0.09388728,0.09
0.09534464,0.12
0.38997775,0.45
0.53198,0.53
0.45857,0.38
0.51453704,0.51
0.45957378,0.38
0.30522,0.45
0.047421392,0.01
0.78797,0.66
0.03458289,0.08
0.12511611,0.13
0.65257,0.5700000000000001
0.67669,0.64
0.53336775,0.48
0.051432308,0.08
0.65794,0.5800000000000001
0.40670332,0.39
0.3801842,0.37
0.45779,0.43
0.07797394289352,0.06
0.04668713,0.16
0.12514246,0.18
0.5333822,0.51
0.09430953,0.0699999999999999
0.04626552,0.15
0.38802212,0.37
0.38347074,0.39
0.033334505,0.16
0.0181025234464037,0.11
0.12440733,0.51
0.5212026,0.51
0.1009437,0.21
0.38825762,0.37
0.10549906,0.51
0.54015523,0.52
0.52015877,0.47
0.20671062,0.5700000000000001
0.65480006,0.65
0.01299616,0.63
0.51954144,0.5800000000000001
0.013053855,0.04
0.654505,0.77
0.5927502,0.5700000000000001
0.48222283,0.52
0.03388416,0.29
0.46208262,0.4
0.46155593,0.46
0.46081853,0.4
0.045172483,0.0999999999999999
0.42569584,0.39
0.6402743,0.5700000000000001
0.38031,0.39
0.60812,0.47
0.51021,0.3
0.59194,0.43
6.770045,0.8300000000000001
0.5105084,0.5
0.61016,0.27
0.81923,0.89
0.17448348,0.11
0.07863838,0.16
0.07758647,0.14
0.9739,1.18
0.08046095,0.5800000000000001
0.59332955,0.56
0.38747,0.36
0.6266352,0.62
0.07942493,0.15
0.11060734,0.19
0.56572825,0.59
0.07878081,0.18
0.96361,1.13
0.59146047,0.61
0.09434808,0.72
0.037846074,0.18
0.60292,0.23
0.23876517,0.47
0.0941618,0.15
0.07919381,0.21
0.48538113,0.46
0.0351633,0.06
0.17441317,0.18
0.48411906,0.62
0.48269162,0.55
0.07962508,0.14
0.03880439,0.0999999999999999
0.036994852,0.17
0.036613952,0.73
0.63749534,0.7100000000000001
0.035957254,0.16
0.037504565,0.19
0.042192277,0.17
0.09677298,0.18
0.5925644,0.5700000000000001
0.81205,0.75
0.036075115,0.66
0.036213122,0.09
0.56675786,0.6
0.038132,0.17
0.6279818,0.66
0.36608726,0.36
0.078970775,0.12
0.19933,0.31
0.57620144,0.56
0.53595,0.29
0.7722,0.74
0.51778,0.48
0.61885387,0.59
0.61497116,0.5800000000000001
0.11084874,0.27
0.056268383,0.02
0.62172,0.6900000000000001
0.041971426,1.15
0.13532579,0.15
0.57605463,0.5800000000000001
0.76714,0.72
0.6384,0.75
0.5770889,0.5700000000000001
0.6156891,0.6
0.07744941,0.19
0.61857796,0.61
0.46652788,0.51
0.76868,1.13
0.041285485,0.15
0.64315,0.51
0.4678,0.25
0.57421,0.55
0.31182,0.31
0.63719344,0.64
0.095791124,0.0999999999999999
0.51418793,0.52
0.44588,0.49
0.51401913,0.51
0.05045058,0.0699999999999999
0.09705,0.06
0.48715,0.74
0.046068374,0.09
0.51586306,0.45
0.0794916595266716,0.11
0.30407393,0.34
0.30272043,0.32
0.5154385,0.5700000000000001
0.39733452,0.39
0.53758,0.5700000000000001
0.05521413,0.01
0.055158783,0.22
0.03874374,0.02
0.29821447,0.31
0.51491034,0.53
0.055315025,0.12
0.5158416,0.51
0.46849,0.4
0.0794683100400077,0.06
0.48358,0.44
0.56702,0.5800000000000001
0.3283758,0.32
0.5138875,0.51
0.51541156,0.51
0.51231986,0.49
0.72135,0.61
0.50985,0.56
0.5147018,0.52
0.66599,0.62
0.65604967,0.61
0.69744,0.76
0.221,0.2
0.18507263,0.27
0.28338102,0.29
0.32505,0.17
0.88974,0.12
0.33772,0.48
0.0781707457096869,0.04
0.0808359228303202,0.0999999999999999
0.33706093,0.33
0.33635414,0.36
0.3354,0.3
0.5157066,0.52
0.33625826,0.34
0.51494,0.62
0.3214974,0.36
0.43926343,0.45
0.5629169,0.41
0.36696,0.74
0.03449817,0.16
0.32388,0.31
0.09344512,0.09
0.32343,0.31
0.57064,0.45
0.5181,0.5700000000000001
0.26876685,0.29
0.26450884,0.3
0.67506,0.7100000000000001
0.0757023714052206,0.12
0.0793482269657364,0.08
0.0754421914109661,0.03
0.04076578,0.09
0.55321,0.55
0.0812095146169421,0.04
0.5106789,0.48
0.32268,0.59
0.47888163,0.46
0.560372,0.55
0.53837,0.54
0.034228217,0.28
0.07763505,0.09
0.0764328767737046,0.08
0.0264616396720694,0.0999999999999999
0.026631476,0.08
0.53956985,0.55
0.2743,0.3
0.13733017,0.25
0.0789646282562585,0.09
0.052256517,0.32
0.035508785,0.01
0.0799853343875649,0.09
0.94611,0.91
0.04031826,0.16
0.09514439,0.27
0.0797051405475984,0.08
0.0755422606395255,0.04
0.0840881727585022,0.19
0.51418,0.5700000000000001
0.67496,0.6900000000000001
0.86355,0.7000000000000001
0.0428887,0.01
0.70031,0.48
0.0767464270231908,0.11
0.29768,0.2
0.42829,0.42
0.55407715,0.54
0.07414813,0.09
0.54034,0.6
0.2079,0.21
0.0818366151159146,0.09
0.55502,0.37
0.0728103706998526,0.08
0.51572645,0.47
0.0783642128849019,0.0699999999999999
0.0733040455607459,0.08
0.0780306487897037,0.03
0.0732673535102741,0.09
0.0758925029394836,0.01
0.51661295,0.47
0.0763027867765773,0.05
0.0784342613448935,0.02
0.0812028433350381,0.11
0.73542,0.01
0.0829,0.14
0.7352,0.66
0.0750786065472001,0.05
0.89513,0.6900000000000001
0.0777004203354575,0.0699999999999999
0.54152,0.53
0.22029,0.5700000000000001
0.05247188,0.12
0.4720624,0.49
0.0814330025607249,0.0999999999999999
0.49319,0.48
0.09560358,0.01
0.96267,0.67
0.39028433,0.35
0.07526007,0.03
0.46584,0.41
0.51462,0.35
0.35261,0.33
0.0787978462086595,0.16
0.07572288,0.04
0.14154266,0.13
0.27077,0.28
0.39567584,0.76
0.27414304,0.29
0.86667,0.85
0.14127444,0.11
0.04305656,0.09
0.043933243,0.0699999999999999
0.65695333,0.5700000000000001
0.46377,0.33
0.56693,0.52
0.0826171550986783,0.05
0.51948607,0.47
0.35259,0.35
0.0773334998307396,0.06
0.0788945797962669,0.08
0.91789,0.7100000000000001
0.63757,0.54
0.5167087,0.48
0.31432128,0.35
0.0773268285488356,0.03
0.5085445,0.48
0.84088,0.64
0.082975365,0.09
0.04316561,0.3
0.14272144,0.23
0.5157632,0.49
0.82794,0.6900000000000001
0.043466568,0.16
0.64283407,0.61
0.61679,0.52
0.516282,0.49
0.077224754,0.0999999999999999
1.15394,0.77
0.42327,0.37
0.0807258466789048,0.15
0.0773101503440757,0.09
0.0771166831688608,0.09
0.17639053,0.29
0.52026,0.34
0.17513058,0.18
0.63844,0.61
0.39007333,0.39
0.07825105,0.08
0.035655715,0.3
0.124995306,0.27
0.6458,0.5800000000000001
0.0748184265529455,0.16
0.0820634387006494,0.04
0.0778772093059126,0.15
0.46611756,0.48
0.96609,0.4
0.65638,0.51
0.44921052,0.43
0.17607123,0.18
0.0832275773928909,0.01
0.0798452374675817,0.04
0.14224906,0.16
0.65338,0.52
0.46394914,0.48
1.12399,0.47
0.0802121579722996,0.02
0.6459883,0.5800000000000001
0.077908374,0.11
0.0811294592340946,0.2
0.46298897,0.45
0.5399811,0.48
0.46377406,0.5
0.5075859,0.5
0.46361,1.49
0.14164372,0.16
0.24316,0.29
0.5623408,0.5800000000000001
0.5188402,0.53
0.12577257,0.14
0.0755556032033334,0.03
0.0799753274647089,0.09
0.5396283,0.44
0.17525613,0.27
0.17590316,0.17
0.17435418,0.28
0.07870849,0.04
0.0788278669772273,0.0699999999999999
0.22629274,0.29
0.5398375,0.53
0.53979,0.7100000000000001
0.5150498,0.49
0.5132603,0.51
0.04823027,0.01
0.14338832,0.15
0.55192995,0.53
0.4596139,0.46
0.0805523933494017,0.01
0.17089386,0.06
0.3898579,0.4
0.17372411,0.11
0.58513844,0.63
0.034227036,0.14
0.55265784,0.53
0.5395723,0.48
0.5394081,0.52
0.0800753966932684,0.13
0.14235,0.25
0.0783141782706221,0.11
0.0748584542443693,0.0999999999999999
0.0812695561540778,0.0999999999999999
0.5159928,0.49
0.09536769,0.13
0.0787444759534278,0.11
0.6190085,0.6
0.0796617772152227,0.03
0.1743743,0.29
0.082816646,0.01
0.5386306,0.75
0.0806491269370092,0.15
0.4660324,0.49
0.51575,0.52
0.12320677,0.14
0.08082438,0.06
0.6040001,0.5800000000000001
0.4714641,0.48
0.044337895,0.17
0.55161804,0.53
0.08261367,0.09
0.14257367,0.16
0.1740265,0.17
0.12752646,0.03
0.47321472,0.38
0.53629,0.41
0.0455815336088275,0.31
0.1772073,0.53
0.24411118,0.25
0.09435056,0.0999999999999999
0.17447631,0.15
0.20611547,0.29
0.20496163,0.3
0.40656167,0.48
0.79146206,0.7100000000000001
0.4072571,0.41
0.5333036,0.53
0.47641462,0.49
0.79715,0.74
0.5071267,0.49
0.07082972,0.04
0.0768798526612701,0.08
0.50683844,0.49
0.0775102888011946,0.11
0.2070678,0.23
0.53330123,0.52
0.3713016,0.36
0.0772067454745643,0.08
0.17423007,0.17
0.47785994,0.46
0.080940224,0.09
0.0783808910896618,0.01
0.5113817,0.52
0.26764575,0.27
0.17476475,0.23
0.071472496,0.09
0.7262908,0.79
0.6220633,0.6900000000000001
0.46484944,0.41
0.5088289,0.45
0.46307635,0.44
0.12617007,0.18
0.52425075,0.49
0.5925055,0.7000000000000001
0.6548797,0.62
0.06639231,0.16
0.6361679,0.66
0.0444148,0.06
0.20756717,0.27
0.20439042,0.28
0.13958395,0.2
0.6596275,0.72
0.20520642,0.26
0.09354008,0.03
0.88233143,0.85
0.13934773,0.46
0.20857145,0.4
0.61079425,0.54
0.7545628,0.75
0.37383163,0.35
0.1298184,0.72
0.48361212,0.54
0.24638605,0.25
0.4616199,0.36
0.16814284,0.35
0.041421026,0.55
0.74905,0.7100000000000001
0.76182,0.3
0.64052,0.16
0.11077,0.28
0.07898928,0.19
0.08060538,0.08
0.16620336,0.56
0.48059,0.41
0.034339815,0.01
0.042025782,0.18
0.22054197,0.42
0.0420219,0.01
0.76527,0.08
0.080403715,0.16
0.6050864,0.59
0.32753047,0.37
0.5939216,0.56
0.53495,0.48
0.31991,0.43
0.47858,0.12
0.8145,0.7100000000000001
0.035130918,0.05
0.03760004,0.16
0.03766953,0.03
0.08056492,0.16
0.16491148,0.5800000000000001
0.29523,0.16
0.59078,0.51
0.51672,0.56
0.4817101,0.48
0.03638728,0.14
0.7507332,0.78
0.03574413,0.16
0.60986,0.59
0.035287276,0.0999999999999999
0.16519916,0.11
0.6129675,0.56
0.03512832,0.0999999999999999
0.47244,0.59
0.5362814,0.53
0.13108937,0.73
0.07894314,0.16
0.03509907,0.01
0.46387,0.43
0.037035357,0.13
0.03758538,0.16
0.03347275,0.11
0.13505574,0.09
0.43125,0.3
0.53252584,0.55
0.75147,0.79
0.76473,1.24
0.53708,0.55
0.037802123,0.14
0.22116819,0.32
0.43602,0.56
0.16795,0.6900000000000001
0.53531,0.68
0.03365683,0.15
0.09365,0.13
0.038631167,0.13
0.034708925,0.2
0.51665,0.43
0.09757875,0.16
0.57161,0.47
0.035283204,0.19
0.5370179,0.56
0.89304,1.46
0.0790299,0.11
0.60932297,0.7000000000000001
0.09341794,0.0999999999999999
0.5483074,0.52
0.03910759,0.02
0.036927383,0.09
0.036550157,0.09
0.07844685,0.0999999999999999
0.036776938,0.48
0.034897257,0.14
0.037240267,0.03
0.97352,1.07
0.111092776,0.12
0.041747082,0.17
0.84705,1.1
0.09405113,0.16
0.08049038,0.13
0.5481528,0.7100000000000001
0.29431,0.15
0.48483,0.39
0.47499377,0.48
0.48371777,0.48
0.03479997,0.11
0.09420114,0.15
0.03591957,0.09
0.29442212,0.31
0.29572862,0.55
0.03483671,0.16
0.29460618,0.31
0.11087693,0.18
0.11223656,0.0999999999999999
0.0780606695582716,0.0999999999999999
0.52826,0.43
0.65643656,0.66
0.51726276,0.5
0.45727,0.2
0.22051986,0.24
0.03562784,0.12
0.08104705,0.09
0.76045,0.6
0.36838263,0.38
0.036541697,0.02
0.51427865,0.51
0.50231,0.0699999999999999
0.5132722,0.52
0.7972,0.72
0.76331,0.89
0.39956,0.39
0.081001006,0.12
0.039529238,0.26
0.51547754,0.51
0.22631,0.12
0.0782541367334865,0.0999999999999999
0.58102,0.6
0.0783642128849019,0.12
0.29369524,0.28
0.0766963924089111,0.27
0.23971294,0.3
0.51616335,0.48
0.5195608,0.52
0.0808926287265039,0.0999999999999999
0.079251493378129,0.09
0.76117,1.36
0.3948483,0.41
0.35852,0.3
0.08149834,0.09
0.5220565,0.5
0.51921,0.38
0.4341964,0.41
0.038753808,0.0999999999999999
0.29611954,0.34
0.05151045,0.11
0.03078537,0.33
0.71533,0.48
0.0807225110379528,0.04
0.56625,0.54
0.29749197,0.33
0.50658,0.54
0.73075,0.7100000000000001
0.65076065,0.6
0.078301154,0.05
0.6575521,0.63
0.46603,0.34
0.039598018,0.01
0.0791047251762418,0.15
0.47472,0.43
0.6499291,0.65
0.03448746,0.5800000000000001
0.54301614,0.52
0.57078,0.43
0.58405,0.44
0.0776637282849857,0.13
0.5437985,0.52
0.0800320333608926,0.09
0.32141256,0.27
0.5909,0.59
0.0790380123572021,0.01
0.0796817910609346,0.0999999999999999
0.0791414172267136,0.15
0.0804923518122661,0.02
0.0762494165213456,0.28
0.0811928364121822,0.11
0.0807625387293766,0.09
0.040393595,0.12
0.0807158397560488,0.17
0.078704448262004,0.11
0.0779139013563844,0.01
0.0841815707051576,0.02
0.94165,1.02
0.47315,0.4
0.07833684,0.11
0.65805525,0.6
0.51296335,0.5
0.0805624002722577,0.09
0.0797051405475984,0.03
0.081402981792157,0.04
0.0753788142328784,0.04
0.07552694,0.01
0.0812495423083659,0.11
0.0767464270231908,0.01
0.0802721995094353,0.13
0.03942674,0.01
0.50013,0.45
0.08148626,0.11
0.0803822756608507,0.08
0.0786143859563005,0.01
0.075743854,0.08
0.0815163935845244,0.0999999999999999
0.0832275773928909,0.11
0.0816064558902279,0.0999999999999999
0.0785910364696366,0.18
0.0844417506994122,0.01
0.0813262620502615,0.2
0.0775436452107144,0.04
0.0769265516345978,0.05
0.0770866624002929,0.08
0.0782774862201503,0.13
0.0806291130912973,0.15
0.0814263312788209,0.0999999999999999
0.08190183,0.18
0.08068169,0.17
0.07967646,0.08
0.0794482961942959,0.05
0.0820134040863696,0.11
0.32383898,0.36
0.081940019985426,0.0699999999999999
0.0822402276711044,0.0999999999999999
0.0774202264954911,0.04
0.47647023,0.49
0.0737710352940233,0.26
0.0811294592340946,0.11
0.0789579569743546,0.08
0.0798452374675817,0.01
0.07978441,0.0699999999999999
0.0806224418093934,0.09
0.07696165,0.18
0.0771166831688608,0.14
0.0769065377888859,0.05
0.0804556597617943,0.01
0.22075848,0.25
0.51289,0.42
0.0764795757470323,0.01
0.0799019433637653,0.13
0.0759592157585232,0.09
0.0759291949899554,0.09
0.0790813756895779,0.0999999999999999
0.0766830498451032,0.0699999999999999
0.0819033279349543,0.09
0.0809426633407836,0.11
0.0816965181959314,0.01
0.04006472,0.19
0.0788545521048431,0.05
0.0751786757757595,0.27
0.45737,0.44
0.07991523,0.09
0.45642287,0.5
0.45237216,0.5
0.0784609464725093,0.01
0.0770899980412449,0.09
0.6396092,0.64
0.58739,0.44
0.62495,0.27
0.09643362,0.11
0.0811428017979025,0.17
0.0847286158212826,0.0999999999999999
0.0800553828475565,0.08
0.0848887265869777,0.16
0.0847119376165227,0.08
1.14969,0.8200000000000001
0.0794583031171518,0.03
0.0773768631631153,0.06
0.0821168089558811,0.08
0.0778705380240086,0.02
0.07920203,0.18
0.32070464,0.33
0.0794015972209681,0.08
0.04013551,0.28
0.22295891,0.25
0.080325569764667,0.08
0.0795950643961831,0.08
0.0793448913247844,0.05
0.71972,0.74
0.0789679638972105,0.03
0.0766930567679591,0.19
0.08246109,0.04
0.449954,0.44
0.080875950521744,0.0699999999999999
0.08262897,0.18
0.076169361138498,0.03
0.0813295976912134,0.08
0.0809059712903118,0.13
0.0819733763949459,0.05
0.081953362549234,0.01
0.0761526829337381,0.03
0.63645,0.3
0.0786810987753401,0.01
0.07503983,0.11
0.0794449605533439,0.08
0.63058,0.6
0.5588558,0.47
0.58959,0.54
0.0742180111815888,0.0999999999999999
0.0803856113018027,0.09
0.48441,0.44
0.22805086,0.26
0.075944796,0.0999999999999999
0.08261618,0.14
0.63104,0.5800000000000001
0.42799,0.54
0.09529,0.0999999999999999
0.0825837986891585,0.0699999999999999
0.082587905,0.08
0.56616,0.5
0.0834110376452499,0.01
0.07939458,0.17
0.0757390634556924,0.02
0.0823603107453757,0.02
0.07654295292512,0.13
0.0795917287552311,0.06
0.083426036,0.01
0.0744815268167954,0.01
0.034984987,0.05
0.47671,0.54
0.09518782,0.0999999999999999
0.49136,0.46
0.0813496115369253,0.02
0.07504819,0.03
0.0777738044364011,0.02
0.03574733,0.01
0.0747884057843777,0.13
0.0346973371825118,0.04
0.0744214852796597,0.19
0.0848974,0.12
0.0792314795324171,0.19
0.4762873,0.47
0.0800854036161243,0.18
0.0749351739862649,0.09
0.073603205,0.01
0.0830908161138597,0.0999999999999999
0.29804048,0.28
0.7003,0.19
0.0784242544220375,0.0999999999999999
0.0796217495237989,0.08
0.0834377227728658,0.08
0.87225,0.4
0.08138483,0.15
0.0754155062833502,0.01
0.36724,0.37
0.0736909799111757,0.03
0.0816364766587957,0.08
0.0788211956953233,0.0999999999999999
0.07365609,0.01
0.052526303,0.05
0.2242464,0.29
0.041567627,0.17
0.0799219572094772,0.0999999999999999
0.074361443742524,0.0699999999999999
0.93546,0.92
0.94816,0.0999999999999999
0.0843650309575166,0.03
1.1389,0.13
0.0773501780354995,0.01
0.09904869,0.0999999999999999
0.07252865,0.01
0.0740945924663655,0.11
0.22894304,0.27
0.09933276,0.08
0.0736276027330881,0.03
1.01359,0.77
0.0725735401922619,0.01
0.08260703,0.0999999999999999
0.0716262181618992,0.01
0.0829173627843566,0.02
0.0753154370547908,0.14
0.0780173062258958,0.18
0.051428895,0.11
0.2984912,0.3
0.47847,0.52
0.0791080608171938,0.18
0.06828179,0.09
0.07333274,0.09
0.08442676,0.18
0.079968656182805,0.13
0.0800253620789887,0.09
0.0840514807080304,0.05
0.0788078531315154,0.27
0.0787511472353317,0.03
0.0760492780642267,0.01
0.55304,0.29
0.0789346074876907,0.13
0.07768456,0.09
0.0780573339173196,0.01
0.0780906903268394,0.0699999999999999
0.22028449,0.29
0.09088183,0.11
0.221373,0.31
0.0764095272870407,0.05
0.55359,0.53
0.074544903994883,0.01
0.081218086,0.14
0.0858660693859083,0.0999999999999999
0.0831708714967072,0.18
0.08148624,0.09
0.072308764,0.0699999999999999
0.0805790784770176,0.12
0.068954369759362,0.08
0.78813,0.13
0.0757824267880682,0.08
0.0814296669197729,0.02
0.26521,0.26
0.0752820806452709,0.0999999999999999
0.0739645024692382,0.09
0.0833710099538261,0.23
0.08061591,0.13
0.08443228,0.0999999999999999
0.0725268412189342,0.08
0.0798652513132936,0.08
0.07261057,0.11
0.070970595,0.06
0.07088335,0.09
0.5505,0.52
0.08347549,0.19
0.07689653086603,0.04
0.0809760197503034,0.04
0.0812762274359817,0.09
0.54693276,0.5700000000000001
0.95879,0.08
0.0801721302808758,0.11
0.52179253,0.53
0.51279,0.43
0.44522,0.39
0.0763094580584812,0.04
0.0798419018266297,0.18
0.077942036,0.11
0.0748250978348495,0.0999999999999999
0.0738282,0.09
0.08053656,0.04
0.0821134733149291,0.08
0.0806057636046335,0.03
0.0806758120646251,0.06
0.0812161858988461,0.04
0.0801020818208842,0.04
0.0821668435701608,0.01
0.55515,0.55
0.0852122837593199,0.17
0.84418,0.8
0.07830717,0.12
0.08461295,0.11
0.0742080042587329,0.14
0.08918362,0.04
0.06706344,0.03
0.0773101503440757,0.14
0.0746349663005865,0.11
0.07361507,0.08
0.077260115729796,0.15
0.082652904,0.0999999999999999
0.0793782477343042,0.17
0.07275,0.16
0.07421772,0.09
0.071349,0.15
0.0797985384942539,0.09
0.0790213341524422,0.05
0.0767631052279507,0.09
0.074364779383476,0.06
0.077800489564017,0.18
0.141965,0.18
0.0755122398709577,0.14
0.082157,0.16
0.0749849975,0.0999999999999999
0.0789846421019704,0.18
0.0795517010638073,0.13
0.0782808218611023,0.12
0.0743280873330042,0.04
0.0835344563604732,0.01
0.0833476604671623,0.03
0.078884572873411,0.12
0.54532224,0.61
0.0733173881245538,0.0699999999999999
0.54941446,0.39
0.072083,0.32
0.22004,0.19
0.54607266,0.54
0.071182,1.21
0.7537,0.65
0.074007865801614,0.02
0.0809126425722158,0.04
0.0816998538368834,0.01
0.0791981231228972,0.08
0.0764729044651283,0.18
0.0742313537453968,0.03
0.0726402530113016,0.01
0.54689,0.42
0.17487171,0.26
0.17509814,0.17
0.0773835344450193,0.12
0.51984,0.43
0.0794649743990558,0.12
0.066579,0.09
0.035095107,0.13
0.0713526956038367,0.02
0.0739478242644783,0.02
0.08115642,0.0999999999999999
0.0770466347088692,0.11
0.0811828294893262,0.16
0.0814363382016768,0.02
0.0820634387006494,0.03
0.0791480885086175,0.13
0.56648,0.38
0.08160736,0.09
0.54272693,0.49
0.0746950078377222,0.08
0.54658,0.5800000000000001
0.54711866,0.54
0.0767997972784225,0.13
0.0768131398422305,0.0999999999999999
0.0798719225951975,0.15
0.07417191,0.08
0.0803006,0.0999999999999999
0.0767364201003349,0.08
0.0788045174905634,0.03
0.075628987304277,0.08
0.0719531109751934,0.03
0.0779005587925764,0.09
0.084085524,0.11
0.0830040894491082,0.0999999999999999
0.0736676304245119,0.0699999999999999
0.073650952219752,0.09
0.0720631871266088,0.02
0.075393215,0.18
0.07817278,0.15
0.2408988,0.25
0.07950583,0.08
0.0736976511930797,0.0999999999999999
0.052862,0.09
0.05277796,0.09
0.080862607957936,0.03
0.0788545521048431,0.09
0.0767564339460468,0.16
0.0754755478204859,0.12
0.0790079915886343,0.09
0.0794049328619201,0.14
0.07333314,0.11
0.0724667996817985,0.04
0.073831076831159,0.03
0.0747450424520019,0.15
0.0940604,0.09
0.0825471066386867,0.12
0.0737109937568876,0.05
0.0784175831401336,0.04
0.0806557982189132,0.05
0.54418,0.46
0.0801469,0.11
0.08879527,0.0999999999999999
0.07247156,0.0999999999999999
0.0787678254400916,0.03
0.0709290692029351,0.11
0.0788078531315154,0.17
0.08814231,0.01
0.0810894315426708,0.01
0.07777006,0.11
0.0791214033810017,0.0999999999999999
0.0889615441893472,0.15
0.0751820114167115,0.01
0.0767030636908151,0.05
0.073408715,0.16
0.0728937617236522,0.0999999999999999
0.0738177342673511,0.05
0.0796751197790306,0.06
0.07735576,0.12
0.0754622052566779,0.0999999999999999
0.0780473269944636,0.0699999999999999
0.66031,0.48
0.0791947874819453,0.05
0.0759625513994752,0.01
0.0765996588213036,0.09
0.85287,1.31
0.0798118810580618,0.05
0.0809093069312638,0.08
0.75438106,0.7100000000000001
0.0785943721105886,0.05
0.51454,0.13
0.077790482641161,0.04
0.0757223852509325,0.08
0.0810760889788628,0.02
0.0790146628705383,0.05
0.0741679765673091,0.16
0.0753821498738304,0.01
0.54452914,0.49
0.40095,0.42
0.17454845,0.28
