spec_z,photo_z
0.080869,0.15
0.059928,0.01
0.0803349987,0.11
0.0762289986,0.08
0.108868003,0.13
0.07779,0.12
0.10616,0.03
0.0591039993,0.04
0.045772,0.14
0.0578630008,0.03
0.0610620007,0.05
0.0612119995,0.05
0.072834,0.13
0.0607450008,0.09
0.073624,0.06
0.132487997,0.06
0.175697997,0.03
0.0774070024,0.0999999999999999
0.0600979999,0.16
0.0611860007,0.01
0.0467219986,0.25
0.0612419993,0.15
0.06211,0.18
0.0607989989,0.11
0.0606449991,0.11
0.0487,0.29
0.0771170035,0.31
0.0705550015,0.19
0.0692140013,1.18
0.0548239984,0.04
0.0711290017,0.38
0.131360993,0.16
0.0606250018,0.37
0.060135,1.21
0.061796,0.91
0.039928,0.38
0.059348,1.04
0.05772,0.4
0.0778869987,0.11
0.0771270022,0.11
0.0593409985,0.09
0.0595710017,0.12
0.109145001,0.0999999999999999
0.0577000007,0.03
0.0653479993,0.08
0.076239,0.11
0.0598779991,0.01
0.0587209985,0.06
0.0329460017,0.08
0.0592610016,0.02
0.060935,0.11
0.0874570012,0.08
0.0586169995,0.02
0.0768060014,0.09
0.0731670037,0.02
0.0786639974,0.0999999999999999
0.060879,1.14
0.0733070001,1.26
0.060208,0.42
0.114061996,0.45
0.0616229996,1.18
0.0648349971,0.45
0.061069,0.9
0.061332,1.2
0.061703,0.26
0.061005,0.4
0.071903,0.31
0.078328,1.21
0.07751,0.91
0.081533,0.36
0.079445,0.42
0.071163,0.42
0.059181,0.21
0.070342,0.5800000000000001
0.071416,0.59
0.098428,0.5700000000000001
0.044337,0.12
0.070612,0.0999999999999999
0.047553,0.5700000000000001
0.0360979997,0.54
0.069051,0.18
0.044648,0.08
0.041195,0.0999999999999999
0.070052,0.11
0.070636,0.14
0.060669,0.17
0.53122,0.47
0.52084,0.48
0.52281,0.7000000000000001
0.52912,0.68
0.53561,0.52
0.54163,0.49
0.52956,0.49
0.52982,0.48
0.52755,0.51
0.53057,0.51
0.52649,0.55
0.52277,0.53
0.24322,0.61
0.52617,0.51
0.52628,0.5
0.53357,0.49
0.53248,0.51
0.51878,0.47
0.53135,0.5800000000000001
0.52873,0.48
0.52342,0.46
0.52243,0.51
0.52671,0.51
0.54014,0.56
0.53802,0.38
0.53123,0.5800000000000001
0.53341,0.6
0.534,0.5
0.5356,0.49
0.53107,0.5
0.51982,0.49
0.5365,0.51
0.52923,0.55
0.53212,0.51
0.53559,0.5800000000000001
0.53204,0.45
0.54018,0.47
0.52598,0.46
0.52741,0.56
0.53371,0.55
0.53593,0.47
0.52391,0.63
0.5394,0.53
0.52796,0.62
0.5393,0.55
0.52028,0.56
0.52601,0.54
0.52735,0.61
0.53141,0.49
0.52527,0.5
0.52282,0.49
0.52235,0.38
0.53688,0.56
0.53367,0.55
0.5367,0.51
0.52859,0.52
0.52414,0.52
0.52328,0.5
0.53024,0.56
0.52713,0.47
0.53685,0.52
0.52219,0.5700000000000001
0.5275,0.5700000000000001
0.53747,0.56
0.53942,0.48
0.52287,0.5
0.52733,0.48
0.53207,0.67
0.5301,0.59
0.52685,0.55
0.52845,0.5
0.53075,0.5
0.53092,0.48
0.52977,0.62
0.52537,0.48
0.52792,0.63
0.35174,0.49
0.53031,0.49
0.52627,0.53
0.52588,0.51
0.4509,0.18
0.53001,0.46
0.53488,0.5800000000000001
0.52793,0.52
0.53851,0.54
0.52959,0.55
0.53398,0.48
0.0722,0.11
0.070218,0.14
0.1,0.11
0.0696,0.0999999999999999
0.1986,0.05
0.2588,0.24
0.0962,0.12
0.1238,0.13
0.0762,0.0699999999999999
0.036,0.39
0.070445,0.01
0.059618,0.11
0.036986,0.11
0.069692,0.53
0.035838,0.13
0.034367,0.16
0.1923,0.03
0.0699,0.13
0.0713,0.0999999999999999
0.2562,0.17
0.0688,0.16
0.0623,0.09
0.2658,0.17
0.0618,0.09
0.186,0.15
0.1001,0.15
0.0615,0.12
0.0588,0.34
0.071,0.05
0.0619,0.09
0.2491,0.19
0.2284,0.16
0.1987,0.18
0.2405,0.23
0.286674,0.28
0.250009,0.14
0.057803,0.03
0.072663,0.08
0.0725,0.11
0.0797,0.17
0.063924,0.09
0.1185,0.0999999999999999
0.0701,0.15
0.056956,0.05
0.148446,0.2
0.1964,0.16
0.063751,0.09
0.2437,0.17
0.160084,0.16
0.160871,0.18
0.185738,0.15
0.3106,0.22
0.1028,0.08
0.0539,0.03
0.16434,0.16
0.059161,0.0699999999999999
0.061282,0.01
0.056926,0.06
0.056843,0.09
0.2358,0.08
0.0736,0.15
0.1012,0.08
0.10152,0.15
0.06024,0.03
0.05361,0.09
0.062243,0.02
0.058847,0.02
0.0595,0.02
0.0557,0.09
0.1609,0.09
0.051342,0.11
0.102231,0.0999999999999999
0.0846,0.38
0.052289,0.02
0.0532,0.02
0.0393,0.09
0.036559,0.0699999999999999
0.056786,0.01
0.036555,0.01
0.2141,0.15
0.0621,0.04
0.0613,0.09
0.2932,0.21
0.181932,0.0699999999999999
0.300234,0.3
0.15998,0.47
0.21102,0.17
0.0618,0.02
0.038994,0.11
0.056386,0.15
0.1241,0.16
0.0563,0.09
0.0384,0.08
0.0472,0.18
0.0561,0.09
0.0759,0.09
0.0596,0.01
0.056,0.03
0.3435,0.27
0.062143,0.12
0.0595,0.0699999999999999
0.0764,0.3
0.2023,0.12
0.0691,0.17
0.0623,0.12
0.2843,0.18
0.0624,0.04
0.085202,0.0999999999999999
0.031969,0.0999999999999999
0.1741,0.03
0.06,0.01
0.1866,0.08
0.1306,0.06
0.061199,0.18
0.185,0.14
0.0611,0.01
0.1605,1.49
0.2166,0.01
0.0627,0.09
0.1517,0.12
0.0732,0.0999999999999999
0.183,0.17
0.0582,0.09
0.0603,0.04
0.0573,0.0699999999999999
0.3008,0.32
0.0537,0.17
0.0596,0.0699999999999999
0.0796,0.09
0.056029,0.04
0.058234,0.09
0.073758,0.17
0.074024,0.09
0.254953,0.25
0.1877,0.03
0.185725,0.08
0.056299,0.08
0.062326,0.04
0.079682,0.0699999999999999
0.037116,0.24
0.08,0.03
0.079648,0.05
0.06409,0.01
0.126234,0.08
0.037009,0.17
0.058591,0.11
0.055575,0.13
0.12561,0.0699999999999999
0.185315,0.11
0.3613,0.4
0.056079,0.0999999999999999
0.07302,0.01
0.073191,0.0699999999999999
0.2282,0.02
0.071263,0.09
0.310694,0.28
0.055618,0.08
0.059761,0.08
0.0568,0.09
0.0544,0.05
0.2164,0.04
0.340281,0.46
0.070278,0.0699999999999999
0.0542,0.08
0.058274,0.04
0.054931,0.16
0.059004,0.04
0.31327,0.51
0.073044,0.03
0.2259,0.18
0.1298,0.08
0.160067,0.16
0.063137,0.01
0.097481,0.03
0.2155,0.15
0.061889,0.06
0.0601,0.01
0.0832,0.27
0.08263,0.09
0.0567,0.02
0.056336,0.03
0.062323,0.05
0.1213,0.13
0.057039,0.05
0.056986,0.0999999999999999
0.232,0.03
0.2232,0.19
0.059,0.0999999999999999
0.05319,0.09
0.1247,0.18
0.057997,0.08
0.0537,0.05
0.194731,0.14
0.056823,0.09
0.16018,0.0999999999999999
0.0624,0.11
0.1213,0.09
0.05803,0.09
0.059514,0.0699999999999999
0.056642,0.08
0.05607,0.03
0.0546,0.03
0.0628,0.11
0.05807,0.01
0.059071,0.01
0.059725,0.17
0.060572,0.06
0.065719,0.09
0.061389,0.04
0.056639,0.08
0.0835,0.04
0.083254,0.0699999999999999
0.0628,0.08
0.060722,0.14
0.06719,0.04
0.120003,0.15
0.058417,0.03
0.0643,0.02
0.058174,0.12
0.06243,0.0999999999999999
0.05778,0.0999999999999999
0.060078,0.08
0.051232,0.0999999999999999
0.056612,0.08
0.058797,0.0999999999999999
0.057159,0.09
0.121077,0.15
0.06769,0.14
0.058397,0.0699999999999999
0.083601,0.08
0.055068,0.03
0.05732,0.12
0.06,0.03
0.044344,0.15
0.058827,0.08
0.058043,0.0999999999999999
0.223781,0.12
0.064855,0.09
0.056993,0.11
0.064481,0.01
0.064688,0.04
0.057033,0.03
0.061045,0.14
0.059067,0.19
0.057623,0.16
0.062366,0.0999999999999999
0.124316,0.09
0.061476,0.11
0.057426,0.11
0.059665,0.04
0.15976,0.01
0.061843,0.11
0.05334,0.01
0.064088,0.02
0.064548,0.04
0.063077,0.03
0.12032,0.11
0.065432,0.06
0.063961,0.11
0.057556,0.0999999999999999
0.063871,0.08
0.057706,0.09
0.064915,0.08
0.056739,0.04
0.053977,0.01
0.1608,0.01
0.183,0.66
0.184544,0.08
0.0885,0.36
0.0557,0.08
0.2201,0.01
0.057653,0.0999999999999999
0.054608,0.0999999999999999
0.061162,0.0999999999999999
0.065112,0.13
0.058143,0.11
0.054871,0.0999999999999999
0.057863,0.0999999999999999
0.063664,0.0999999999999999
0.052203,0.0699999999999999
0.065799,1.49
0.055899,1.49
0.054274,1.49
0.05302,0.0999999999999999
0.05847,0.0999999999999999
0.056749,0.09
0.055038,0.0999999999999999
0.0672,0.15
0.1927,0.17
0.0838,0.03
0.055172,0.14
0.059631,0.09
0.05745,0.12
0.0579,0.02
0.058164,0.11
0.06239,0.11
0.054671,0.06
0.064548,0.08
0.060172,0.05
0.0554,0.05
0.06721,0.02
0.2029,0.25
0.17896,0.0699999999999999
0.0566,0.05
0.0626,0.13
0.056916,0.09
0.245406,0.19
0.058921,0.04
0.1279,0.04
0.0562,0.0699999999999999
0.05793,0.04
0.1022,0.0999999999999999
0.04348,0.06
0.059821,0.05
0.065502,0.02
0.1164,0.01
0.1914,0.01
0.0439,0.09
0.2468,0.01
0.0468,0.09
0.054488,0.2
0.0588,0.11
0.056649,0.04
0.2794,0.23
0.2281,0.14
0.160467,0.08
0.059885,0.04
0.0525,0.08
0.0589,0.11
0.060715,0.0999999999999999
0.0549,0.11
0.1793,0.11
0.05843,0.06
0.05793,0.12
0.1941,0.05
0.05303,0.09
0.064731,0.02
0.0637,0.13
0.0858,0.01
0.054678,0.08
0.3129,0.33
0.1024,0.11
0.2601,0.21
0.1866,0.09
0.18779,0.13
0.0659,0.09
0.190181,0.18
0.061909,0.02
0.098,0.08
0.064291,0.04
0.0588,0.24
0.182076,0.15
0.1021,0.08
0.05259,0.16
0.056502,0.02
0.1214,0.06
0.0574,0.01
0.05132,0.15
0.061306,0.01
0.059981,0.11
0.057396,0.0699999999999999
0.194955,0.11
0.086406,0.0699999999999999
0.058093,0.04
0.0576,0.01
0.060305,0.02
0.0601,0.02
0.121721,0.12
0.0569,0.11
0.057219,0.01
0.15985,0.15
0.054995,0.12
0.054594,0.09
0.061162,0.11
0.057913,0.15
0.056759,0.0999999999999999
0.183497,0.12
0.085873,0.12
0.058791,0.08
0.062453,0.01
0.059738,0.0999999999999999
0.062947,0.0699999999999999
0.12143,0.19
0.058911,0.11
0.2089,0.15
0.1987,0.14
0.1434,0.14
0.1612,0.03
0.0732,0.09
0.0724,0.05
0.1949,0.0999999999999999
0.0696,0.09
0.0637,0.5
0.059,0.01
0.061,0.0999999999999999
0.0564,0.0699999999999999
0.0851,0.15
0.0612,0.09
0.0619,0.01
0.059615,0.15
0.045772,0.16
0.062376,0.0699999999999999
0.074522,0.11
0.2571,0.11
0.2574,0.18
0.0572,0.06
0.0748,0.08
0.0575,0.01
0.1901,0.16
0.1952,0.16
0.060272,0.0999999999999999
0.060792,0.01
0.0585,0.04
0.053,0.0699999999999999
0.0447,0.12
0.1909,0.01
0.0574,0.08
0.0588,0.08
0.169,0.12
0.060782,0.09
0.0577,0.08
0.0621,0.08
0.2432,0.12
0.0532,1.04
0.057029,0.01
0.073047,0.02
0.1921,0.14
0.0737,0.09
0.073517,0.0699999999999999
0.060655,0.06
0.223047,0.27
0.061412,0.01
0.061299,0.11
0.240246,0.19
0.0747,0.0699999999999999
0.08324,0.6900000000000001
0.296751,0.3
0.23,0.08
0.0581,0.05
0.060015,0.0699999999999999
0.2223,0.26
0.1875,0.18
0.192199,0.15
0.0593,0.16
0.12034,0.13
0.17865,0.03
0.19211,0.11
0.222874,0.16
0.058153,0.09
0.171905,0.19
0.2666,0.23
0.061009,0.09
0.19279,0.28
0.0652,0.0999999999999999
0.3627,0.36
0.061679,0.14
0.044261,0.24
0.1721,0.19
0.223044,0.18
0.193247,0.15
0.0641,0.11
0.0573,0.09
0.056946,0.09
0.1913,0.05
0.2179,0.29
0.3502,0.52
0.19314,0.11
0.0598,0.14
0.061269,0.16
0.096363,0.0999999999999999
0.187303,0.03
0.044324,0.0699999999999999
0.0835,0.08
0.187723,0.0999999999999999
0.097394,0.08
0.0663,0.08
0.09645,0.0999999999999999
0.0581,0.11
0.06682,0.01
0.189,0.14
0.1847,0.05
0.1708,0.11
0.1872,0.13
0.186872,0.09
0.066596,0.31
0.188053,0.15
0.05471,0.15
0.058023,0.11
0.06698,0.79
0.059631,0.16
0.052793,0.0699999999999999
0.2305,0.01
0.054061,0.01
0.187493,0.15
0.095913,0.09
0.05806,0.03
0.186095,0.17
0.0576,0.03
0.061826,0.11
0.05835,0.0999999999999999
0.055865,0.12
0.1882,0.15
0.054658,0.0999999999999999
0.058464,0.0999999999999999
0.066046,0.11
0.05911,0.02
0.055308,0.01
0.060085,0.08
0.2159,0.0699999999999999
0.216,0.16
0.185758,0.15
0.054965,0.0699999999999999
0.058661,0.08
0.0591,0.01
0.0563,0.08
0.065015,0.12
0.358728,0.39
0.0636,0.08
0.185081,0.12
0.056556,0.03
0.0701,0.03
0.064048,0.09
0.1936,0.13
0.059928,0.08
0.064895,0.12
0.059525,0.15
0.103605,0.09
0.059801,0.03
0.072133,0.18
0.065325,0.08
0.0556,0.14
0.062546,0.01
0.06598,0.17
0.0727,0.08
0.06227,0.05
0.058571,0.09
0.064728,0.03
0.064841,0.0999999999999999
0.060945,0.0999999999999999
0.063497,0.01
0.0635,0.11
0.056289,0.08
0.056659,0.03
0.1931,0.2
0.234158,0.14
0.160601,0.02
0.1836,0.26
0.0556,0.04
0.0576,0.01
0.102191,0.12
0.102434,0.13
0.1011,0.13
0.056559,0.0699999999999999
0.065899,0.05
0.07194,0.0999999999999999
0.05264,0.08
0.0904,0.01
0.06212,0.64
0.062727,0.08
0.058681,0.05
0.061379,0.01
0.06289,0.11
0.059121,0.01
0.0609,0.08
0.061593,0.13
0.05741,0.09
0.0745,0.11
0.0618,0.01
0.0733,0.08
0.2315,0.09
0.057,0.01
0.0853,0.08
0.1952,0.12
0.0727,0.09
0.0736,0.11
0.0748,0.08
0.2316,0.04
0.0722,0.09
0.0734,0.11
0.1816,0.12
0.2312,0.05
0.1199,0.15
0.0653,0.0699999999999999
0.1811,0.18
0.0728,0.09
0.0746,0.08
0.0723,0.09
0.074211,0.15
0.1139,0.0699999999999999
0.0591,0.0999999999999999
0.0712,0.01
0.2306,0.12
0.0588,0.09
0.0735,0.03
0.0599,0.05
0.072914,0.13
0.073494,0.11
0.0583500005,0.51
0.0468389988,0.19
0.046365,0.19
0.058307,0.13
0.075,0.09
0.127,0.12
0.0991,0.0999999999999999
0.2534,0.36
0.237,0.2
0.0594,0.09
0.0621,0.54
0.0619,0.16
0.05844,0.11
0.0587,0.01
0.062,0.09
0.086,0.0699999999999999
0.0581,0.13
0.0647,0.14
0.1911,0.0699999999999999
0.0708,0.0999999999999999
0.0646,0.04
0.058,0.01
0.0614,0.06
0.0832,0.18
0.0833,0.08
0.0596,0.03
0.192,0.31
0.1859,0.28
0.064,0.01
0.2151,0.21
0.0598,0.11
0.0607,0.08
0.0738,0.12
0.0629,0.03
0.1192,0.09
0.073654,0.01
0.072654,0.11
0.034274,0.13
0.117220998,0.5800000000000001
0.046966,0.5
0.060842,0.13
0.031132,0.17
0.018383,0.0999999999999999
0.115894,0.55
0.060625,0.13
0.061229,0.12
0.061326,0.23
0.062567,0.11
0.059641,0.09
0.062813,0.09
0.061005,0.13
0.083551,0.15
0.084051,0.13
0.08249,0.12
0.063137,0.08
0.061509,0.0999999999999999
0.0616389997,0.11
0.060142,0.09
0.059815,0.12
0.030901,0.11
0.0565019995,0.0699999999999999
0.058174,0.09
0.0678429976,0.09
0.0698050037,0.06
0.0766860023,0.13
0.057475999,0.16
0.148158997,0.13
0.039327,0.14
0.053484,0.27
0.061075,0.53
0.071009,0.11
0.074081,0.09
0.075162001,0.11
0.0788910016,0.13
0.0759219974,0.13
0.0602650009,0.08
0.0581929982,0.04
0.0615519993,0.0999999999999999
0.0565490015,0.01
0.0568789989,0.16
0.0681440011,0.05
0.0724169984,0.0999999999999999
0.059181,0.21
0.070342,0.5800000000000001
0.071416,0.59
0.098428,0.5700000000000001
0.044337,0.12
0.070612,0.0999999999999999
0.047553,0.5700000000000001
0.0360979997,0.54
0.069051,0.18
0.044648,0.08
0.041195,0.0999999999999999
0.070052,0.11
0.070636,0.14
0.060669,0.17
0.53122,0.47
0.52084,0.48
0.52281,0.7000000000000001
0.52912,0.68
0.53561,0.52
0.54163,0.49
0.52956,0.49
0.52982,0.48
0.52755,0.51
0.53057,0.51
0.52649,0.55
0.52277,0.53
0.24322,0.61
0.52617,0.51
0.52628,0.5
0.53357,0.49
0.53248,0.51
0.51878,0.47
0.53135,0.5800000000000001
0.52873,0.48
0.52342,0.46
0.52243,0.51
0.52671,0.51
0.54014,0.56
0.53802,0.38
0.53123,0.5800000000000001
0.53341,0.6
0.534,0.5
0.5356,0.49
0.53107,0.5
0.51982,0.49
0.5365,0.51
0.52923,0.55
0.53212,0.51
0.53559,0.5800000000000001
0.53204,0.45
0.54018,0.47
0.52598,0.46
0.52741,0.56
0.53371,0.55
0.53593,0.47
0.52391,0.63
0.5394,0.53
0.52796,0.62
0.5393,0.55
0.52028,0.56
0.52601,0.54
0.52735,0.61
0.53141,0.49
0.52527,0.5
0.52282,0.49
0.52235,0.38
0.53688,0.56
0.53367,0.55
0.5367,0.51
0.52859,0.52
0.52414,0.52
0.52328,0.5
0.53024,0.56
0.52713,0.47
0.53685,0.52
0.52219,0.5700000000000001
0.5275,0.5700000000000001
0.53747,0.56
0.53942,0.48
0.52287,0.5
0.52733,0.48
0.53207,0.67
0.5301,0.59
0.52685,0.55
0.52845,0.5
0.53075,0.5
0.53092,0.48
0.52977,0.62
0.52537,0.48
0.52792,0.63
0.35174,0.49
0.53031,0.49
0.52627,0.53
0.52588,0.51
0.4509,0.18
0.53001,0.46
0.53488,0.5800000000000001
0.52793,0.52
0.53851,0.54
0.52959,0.55
0.53398,0.48
0.0722,0.11
0.070218,0.14
0.1,0.11
0.0696,0.0999999999999999
0.1986,0.05
0.2588,0.24
0.0962,0.12
0.1238,0.13
0.0762,0.0699999999999999
0.036,0.39
0.070445,0.01
0.059618,0.11
0.036986,0.11
0.069692,0.53
0.035838,0.13
0.034367,0.16
0.1923,0.03
0.0699,0.13
0.0713,0.0999999999999999
0.2562,0.17
0.0688,0.16
0.0623,0.09
0.2658,0.17
0.0618,0.09
0.186,0.15
0.1001,0.15
0.0615,0.12
0.0588,0.34
0.071,0.05
0.0619,0.09
0.2491,0.19
0.2284,0.16
0.1987,0.18
0.2405,0.23
0.286674,0.28
0.250009,0.14
0.057803,0.03
0.072663,0.08
0.0725,0.11
0.0797,0.17
0.063924,0.09
0.1185,0.0999999999999999
0.0701,0.15
0.056956,0.05
0.148446,0.2
0.1964,0.16
0.063751,0.09
0.2437,0.17
0.160084,0.16
0.160871,0.18
0.185738,0.15
0.3106,0.22
0.1028,0.08
0.0539,0.03
0.16434,0.16
0.059161,0.0699999999999999
0.061282,0.01
0.056926,0.06
0.056843,0.09
0.2358,0.08
0.0736,0.15
0.1012,0.08
0.10152,0.15
0.06024,0.03
0.05361,0.09
0.062243,0.02
0.058847,0.02
0.0595,0.02
0.0557,0.09
0.1609,0.09
0.051342,0.11
0.102231,0.0999999999999999
0.0846,0.38
0.052289,0.02
0.0532,0.02
0.0393,0.09
0.036559,0.0699999999999999
0.056786,0.01
0.036555,0.01
0.2141,0.15
0.0621,0.04
0.0613,0.09
0.2932,0.21
0.181932,0.0699999999999999
0.300234,0.3
0.15998,0.47
0.21102,0.17
0.0618,0.02
0.038994,0.11
0.056386,0.15
0.1241,0.16
0.0563,0.09
0.0384,0.08
0.0472,0.18
0.0561,0.09
0.0759,0.09
0.0596,0.01
0.056,0.03
0.3435,0.27
0.062143,0.12
0.0595,0.0699999999999999
0.0764,0.3
0.2023,0.12
0.0691,0.17
0.0623,0.12
0.2843,0.18
0.0624,0.04
0.085202,0.0999999999999999
0.031969,0.0999999999999999
0.1741,0.03
0.06,0.01
0.1866,0.08
0.1306,0.06
0.061199,0.18
0.185,0.14
0.0611,0.01
0.1605,1.49
0.2166,0.01
0.0627,0.09
0.1517,0.12
0.0732,0.0999999999999999
0.183,0.17
0.0582,0.09
0.0603,0.04
0.0573,0.0699999999999999
0.3008,0.32
0.0537,0.17
0.0596,0.0699999999999999
0.0796,0.09
0.056029,0.04
0.058234,0.09
0.073758,0.17
0.074024,0.09
0.254953,0.25
0.1877,0.03
0.185725,0.08
0.056299,0.08
0.062326,0.04
0.079682,0.0699999999999999
0.037116,0.24
0.08,0.03
0.079648,0.05
0.06409,0.01
0.126234,0.08
0.037009,0.17
0.058591,0.11
0.055575,0.13
0.12561,0.0699999999999999
0.185315,0.11
0.3613,0.4
0.056079,0.0999999999999999
0.07302,0.01
0.073191,0.0699999999999999
0.2282,0.02
0.071263,0.09
0.310694,0.28
0.055618,0.08
0.059761,0.08
0.0568,0.09
0.0544,0.05
0.2164,0.04
0.340281,0.46
0.070278,0.0699999999999999
0.0542,0.08
0.058274,0.04
0.054931,0.16
0.059004,0.04
0.31327,0.51
0.073044,0.03
0.2259,0.18
0.1298,0.08
0.160067,0.16
0.063137,0.01
0.097481,0.03
0.2155,0.15
0.061889,0.06
0.0601,0.01
0.0832,0.27
0.08263,0.09
0.0567,0.02
0.056336,0.03
0.062323,0.05
0.1213,0.13
0.057039,0.05
0.056986,0.0999999999999999
0.232,0.03
0.2232,0.19
0.059,0.0999999999999999
0.05319,0.09
0.1247,0.18
0.057997,0.08
0.0537,0.05
0.194731,0.14
0.056823,0.09
0.16018,0.0999999999999999
0.0624,0.11
0.1213,0.09
0.05803,0.09
0.059514,0.0699999999999999
0.056642,0.08
0.05607,0.03
0.0546,0.03
0.0628,0.11
0.05807,0.01
0.059071,0.01
0.059725,0.17
0.060572,0.06
0.065719,0.09
0.061389,0.04
0.056639,0.08
0.0835,0.04
0.083254,0.0699999999999999
0.0628,0.08
0.060722,0.14
0.06719,0.04
0.120003,0.15
0.058417,0.03
0.0643,0.02
0.058174,0.12
0.06243,0.0999999999999999
0.05778,0.0999999999999999
0.060078,0.08
0.051232,0.0999999999999999
0.056612,0.08
0.058797,0.0999999999999999
0.057159,0.09
0.121077,0.15
0.06769,0.14
0.058397,0.0699999999999999
0.083601,0.08
0.055068,0.03
0.05732,0.12
0.06,0.03
0.044344,0.15
0.058827,0.08
0.058043,0.0999999999999999
0.223781,0.12
0.064855,0.09
0.056993,0.11
0.064481,0.01
0.064688,0.04
0.057033,0.03
0.061045,0.14
0.059067,0.19
0.057623,0.16
0.062366,0.0999999999999999
0.124316,0.09
0.061476,0.11
0.057426,0.11
0.059665,0.04
0.15976,0.01
0.061843,0.11
0.05334,0.01
0.064088,0.02
0.064548,0.04
0.063077,0.03
0.12032,0.11
0.065432,0.06
0.063961,0.11
0.057556,0.0999999999999999
0.063871,0.08
0.057706,0.09
0.064915,0.08
0.056739,0.04
0.053977,0.01
0.1608,0.01
0.183,0.66
0.184544,0.08
0.0885,0.36
0.0557,0.08
0.2201,0.01
0.057653,0.0999999999999999
0.054608,0.0999999999999999
0.061162,0.0999999999999999
0.065112,0.13
0.058143,0.11
0.054871,0.0999999999999999
0.057863,0.0999999999999999
0.063664,0.0999999999999999
0.052203,0.0699999999999999
0.065799,1.49
0.055899,1.49
0.054274,1.49
0.05302,0.0999999999999999
0.05847,0.0999999999999999
0.056749,0.09
0.055038,0.0999999999999999
0.0672,0.15
0.1927,0.17
0.0838,0.03
0.055172,0.14
0.059631,0.09
0.05745,0.12
0.0579,0.02
0.058164,0.11
0.06239,0.11
0.054671,0.06
0.064548,0.08
0.060172,0.05
0.0554,0.05
0.06721,0.02
0.2029,0.25
0.17896,0.0699999999999999
0.0566,0.05
0.0626,0.13
0.056916,0.09
0.245406,0.19
0.058921,0.04
0.1279,0.04
0.0562,0.0699999999999999
0.05793,0.04
0.1022,0.0999999999999999
0.04348,0.06
0.059821,0.05
0.065502,0.02
0.1164,0.01
0.1914,0.01
0.0439,0.09
0.2468,0.01
0.0468,0.09
0.054488,0.2
0.0588,0.11
0.056649,0.04
0.2794,0.23
0.2281,0.14
0.160467,0.08
0.059885,0.04
0.0525,0.08
0.0589,0.11
0.060715,0.0999999999999999
0.0549,0.11
0.1793,0.11
0.05843,0.06
0.05793,0.12
0.1941,0.05
0.05303,0.09
0.064731,0.02
0.0637,0.13
0.0858,0.01
0.054678,0.08
0.3129,0.33
0.1024,0.11
0.2601,0.21
0.1866,0.09
0.18779,0.13
0.0659,0.09
0.190181,0.18
0.061909,0.02
0.098,0.08
0.064291,0.04
0.0588,0.24
0.182076,0.15
0.1021,0.08
0.05259,0.16
0.056502,0.02
0.1214,0.06
0.0574,0.01
0.05132,0.15
0.061306,0.01
0.059981,0.11
0.057396,0.0699999999999999
0.194955,0.11
0.086406,0.0699999999999999
0.058093,0.04
0.0576,0.01
0.060305,0.02
0.0601,0.02
0.121721,0.12
0.0569,0.11
0.057219,0.01
0.15985,0.15
0.054995,0.12
0.054594,0.09
0.061162,0.11
0.057913,0.15
0.056759,0.0999999999999999
0.183497,0.12
0.085873,0.12
0.058791,0.08
0.062453,0.01
0.059738,0.0999999999999999
0.062947,0.0699999999999999
0.12143,0.19
0.058911,0.11
0.2089,0.15
0.1987,0.14
0.1434,0.14
0.1612,0.03
0.0732,0.09
0.0724,0.05
0.1949,0.0999999999999999
0.0696,0.09
0.0637,0.5
0.059,0.01
0.061,0.0999999999999999
0.0564,0.0699999999999999
0.0851,0.15
0.0612,0.09
0.0619,0.01
0.059615,0.15
0.045772,0.16
0.062376,0.0699999999999999
0.074522,0.11
0.2571,0.11
0.2574,0.18
0.0572,0.06
0.0748,0.08
0.0575,0.01
0.1901,0.16
0.1952,0.16
0.060272,0.0999999999999999
0.060792,0.01
0.0585,0.04
0.053,0.0699999999999999
0.0447,0.12
0.1909,0.01
0.0574,0.08
0.0588,0.08
0.169,0.12
0.060782,0.09
0.0577,0.08
0.0621,0.08
0.2432,0.12
0.0532,1.04
0.057029,0.01
0.073047,0.02
0.1921,0.14
0.0737,0.09
0.073517,0.0699999999999999
0.060655,0.06
0.223047,0.27
0.061412,0.01
0.061299,0.11
0.240246,0.19
0.0747,0.0699999999999999
0.08324,0.6900000000000001
0.296751,0.3
0.23,0.08
0.0581,0.05
0.060015,0.0699999999999999
0.2223,0.26
0.1875,0.18
0.192199,0.15
0.0593,0.16
0.12034,0.13
0.17865,0.03
0.19211,0.11
0.222874,0.16
0.058153,0.09
0.171905,0.19
0.2666,0.23
0.061009,0.09
0.19279,0.28
0.0652,0.0999999999999999
0.3627,0.36
0.061679,0.14
0.044261,0.24
0.1721,0.19
0.223044,0.18
0.193247,0.15
0.0641,0.11
0.0573,0.09
0.056946,0.09
0.1913,0.05
0.2179,0.29
0.3502,0.52
0.19314,0.11
0.0598,0.14
0.061269,0.16
0.096363,0.0999999999999999
0.187303,0.03
0.044324,0.0699999999999999
0.0835,0.08
0.187723,0.0999999999999999
0.097394,0.08
0.0663,0.08
0.09645,0.0999999999999999
0.0581,0.11
0.06682,0.01
0.189,0.14
0.1847,0.05
0.1708,0.11
0.1872,0.13
0.186872,0.09
0.066596,0.31
0.188053,0.15
0.05471,0.15
0.058023,0.11
0.06698,0.79
0.059631,0.16
0.052793,0.0699999999999999
0.2305,0.01
